PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PCT_INHIB_DD2
RESULT_TYPE,,,,,,,,FLOAT
RESULT_DESCR,,,,,,,,Percent inhibition of P. falciparum Dd2 growth.
RESULT_UNIT,,,,,,,,PERCENT
11899,85869817,44535113,CC(C)(CNCC1=CC=C(C=C1)OC(F)(F)F)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC(=C(C=C4)Cl)O.Cl,Active,,,,99
11900,85869818,44535114,CC(C)(C1=NC(=C(N1)C2=CC=NC=C2)C3=CC(=C(C=C3)Cl)O)NCC4=CC=C(C=C4)OC(F)(F)F.Cl,Inactive,,,,32
11901,85869819,44535115,COC1=CC2=C(C=CN=C2C=C1)[C@H](CN3CCC(CC3)NCCOC4=CC=CC(=C4)C(=O)OC)O.C(=O)(C(=O)O)O,Active,,,,96
11902,85869820,44535117,COC1=CC2=C(C=CN=C2C=C1)[C@H](CN3CCC(CC3)NCCOC4=CC=CC=C4[N+](=O)[O-])O.C(=O)(C(=O)O)O,Active,,,,98
11903,85869821,44535119,COC1=CC2=C(C=CN=C2C=C1)[C@H](CN3CCC(CC3)NCCOC4=CC=CC=C4C#N)O.C(=O)(C(=O)O)O,Active,,,,99
11904,85869822,44535121,COC1=CC2=C(C=CN=C2C=C1)[C@H](CN3CCC(CC3)NCCOC4=CC=CC=C4C(F)(F)F)O.C(=O)(C(=O)O)O,Active,,,,95
11905,85869823,44535123,COC1=NC2=C(C=CN=C2C=C1)[C@H](CN3CCC(CC3)NCC4=CC5=CC=CC=C5C=N4)O.C(=O)(C(=O)O)O,Inactive,,,,14
11906,85869824,44535125,COC1=CC2=C(C=CN=C2C=C1)[C@H](CN3CCC(CC3)NCC4=NC5=C(C=CC=C5O)C=C4)O.C(=O)(C(=O)O)O,Inactive,,,,40
11907,85869825,44535126,COC1=CC2=C(C=CN=C2C=C1)[C@H](CN3CCC(CC3)NCCNC4=CC(=CC=C4)F)O.CS(=O)(=O)O,Active,,,,73
11908,85869826,44535128,CC1(C2=CC=CC=C2NC1=O)CCCCN3CCC(=CC3)C4=CNC5=CC=CC=C54,Active,,,,90
11909,85869827,44535129,CC(C)CNCC1=CC(=CC=C1)C2=CC=CC(=C2)CNC3=CC4=C(C=C3)N=CC=C4.C(=O)(C(F)(F)F)O,Inactive,,,,28
11910,85869828,44535131,CC(C)CNCC1=CC=C(C=C1)C2=CC=CC(=C2)CNC3=CC4=C(C=C3)N=CC=C4.C(=O)(C(F)(F)F)O,Inactive,,,,31
11911,85869829,44535133,C1=CC=C(C=C1)CCNCC2=CC=C(C=C2)C3=CC=CC(=C3)CNC4=CC5=C(C=C4)N=CC=C5.C(=O)(C(F)(F)F)O,Inactive,,,,17
11912,85869830,44535135,C1OC2=C(O1)C=C(C=C2)CNCC3=CC(=CC=C3)C4=CC=CC(=C4)CNC5=CC6=C(C=C5)N=CC=C6.C(=O)(C(F)(F)F)O,Inactive,,,,27
11913,85869831,44535137,CC(C)CNCC1=CC(=CC=C1)C2=CC=C(C=C2)CNC3=CC4=C(C=C3)N=CC=C4.C(=O)(C(F)(F)F)O,Inactive,,,,32
11914,85869832,44535139,COCCNCC1=CC=C(C=C1)C2=CC=C(C=C2)CNC3=CC4=C(C=C3)N=CC=C4.C(=O)(C(F)(F)F)O,Inactive,,,,4
11915,85869833,44535141,C1=CC=C(C=C1)CCNCC2=CC(=CC=C2)C3=CC=C(C=C3)CNC4=CC5=C(C=C4)N=CC=C5.C(=O)(C(F)(F)F)O,Inactive,,,,27
11916,85869834,44535143,C1=CC=C(C=C1)CCNCC2=CC=C(C=C2)C3=CC=C(C=C3)CNC4=CC5=C(C=C4)N=CC=C5.C(=O)(C(F)(F)F)O,Inactive,,,,27
11917,85869835,44535145,C1CCC(C1)NCC2=CC(=CC=C2)C3=CC=C(C=C3)CNC4=CC5=C(C=C4)N=CC=C5.C(=O)(C(F)(F)F)O,Inactive,,,,24
11918,85869836,44535147,C1CCC(C1)NCC2=CC=C(C=C2)C3=CC=C(C=C3)CNC4=CC5=C(C=C4)N=CC=C5.C(=O)(C(F)(F)F)O,Inactive,,,,21
11919,85869837,44535149,CC(C)CNCC1=CC(=CC=C1)C2=CC=C(C=C2)CNC3=CC=C(C=C3)C(=O)C4=CC=CC=C4.C(=O)(C(F)(F)F)O,Inactive,,,,0
11920,85869838,44535151,CC(C)(C)OC(=O)N[C@@H](CC1=CC=CC=C1)CNC2CCN(CC2)C[C@@H](C3=C4C=C(C=CC4=NC=C3)OC)O.C(=O)(C(=O)O)O,Active,,,,86
11921,85869839,54737261,CCC(CC1=CC=CC=C1)C2=CC(=C(C(=O)O2)CC3=CC=C(C=C3)C4=CC=CC=C4)O,Inactive,,,,-3
11922,85869840,44535154,C1CCNC(C1)CCCN2C=CC=CC2=O,Inactive,,,,-1
11923,85869841,44535155,COC1=C(C=C(C=C1)NC(=O)/C=C/C2=CC=CC=C2Cl)OCCN3CCN(CC3)C4=CC=NC=C4,Active,,,,52
11924,85869842,44535156,COC1=CC2=C(C=CN=C2C=C1)[C@H](CN3CCC(CC3)NCC4COC5=CC=CC=C5O4)O.C(=O)(C(=O)O)O,Active,,,,94
11925,85869843,44535158,C1=CC=C(C=C1)COC2=CC=CC=C2CNCC(C3=CC(=CC=C3)Br)O,Active,,,,97
11926,85869844,44535159,COC1=CC2=C(C=CN=C2C=C1)[C@H](CN3CCC(CC3)NCC4=CC5=C6C(=CC=C5)CCCN6C4=O)O.C(=O)(C(=O)O)O,Active,,,,97
11927,85869845,44535161,CC(C)N(CCOC1=C(C=CC(=C1)C(=O)NCC(C)(C)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC(=C(C=C4)Cl)O)OC)C(C)C.Cl,Active,,,,96
11928,85869846,44535163,CN(C)CCCOC1=CC=C(C=C1)CN2CCC(CC2)C3=CNC4=C3C=C(C=C4)NCC5CCCCC5.C(=O)(C(F)(F)F)O,Active,,,,99
11929,85869847,44535165,CC1=CC=C(C=C1)C(=O)N2CCN(CC2)CC3=NC=CS3,Inactive,,,,-2
11930,85869848,44535166,COC1=CC2=C(C=CN=C2C=C1)[C@H](CN3CCC(CC3)NCC4=CC5=C(C=CC(=C5N4)F)F)O.C(=O)(C(=O)O)O,Active,,,,67
11931,85869849,44535168,CC1=C(C2=CC=CC=C2N1)C3=CCN(CC3)CCCCC4(C5=CC=CC=C5NC4=O)C,Active,,,,89
11932,85869850,44535169,CCN(CC)CCN(CC1=CC=C(C=C1)C2=CC=C(C=C2)C(F)(F)F)C(=O)CN3C=C(C(=O)N=C3/C=C/C4=CC=C(C=C4)F)CC5=CN(N=C5)C.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,Active,,,,91
11933,85869851,135925169,CN(C)CCCOC1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC5=C(C=C4)C(=NO)CC5.Cl,Active,,,,63
11934,85869852,44535172,COC1=CC2=C(C=CN=C2C=C1)[C@H](CN3CCC(CC3)NC(=O)C4=CC5=C(C=C4)C=CN5)O.CS(=O)(=O)O,Inactive,,,,23
11935,85869853,44535174,CC(C)(C1=NC(=C(N1)C2=CC=NC=C2)C3=CC(=C(C=C3)Cl)O)NC(=O)NC4=CC=C(C=C4)OCCN(C)C.Cl,Active,,,,98
11936,85869854,44535175,CCC1=CC(=C(S1)CNCCCNC2=CC(=O)C3=CC=CC=C3N2)Br.Cl,Inactive,,,,45
11937,85869855,44535177,COC1=C(C=C(C=C1)NC(=O)/C=C/C2=CC=CC=C2Cl)OCCN3CCC(CC3)NCC4=CC=CC=C4,Active,,,,101
11938,85869856,44535178,COC1=CC2=C(C=CN=C2C=C1)[C@H](CN3CCC(CC3)NC/C=C/C4=CN=CC=C4)O.CS(=O)(=O)O,Inactive,,,,19
11939,85869857,44535180,COC1=NC2=C(C=CN=C2C=C1)[C@H](CN3CCC(CC3)NCC4=NC5=C(C=CC=C5O)C=C4)O.CS(=O)(=O)O,Inactive,,,,13
11940,85869858,44535181,COC1=NC2=C(C=CN=C2C=C1)[C@H](CN3CCC(CC3)NCC4=CC5=C(C=CC(=C5N4)F)F)O.CS(=O)(=O)O,Active,,,,76
11941,85869859,44535183,CN1CCN(CC1)CCCN(CC2=CC(=CC=C2)C3=CC=C(C=C3)CNC4CCCC4)C(=O)CCC5CCCC5.C(=O)(C(F)(F)F)O,Active,,,,84
11942,85869860,44535185,CN1CCN(CC1)CCCN(CC2=CC=C(C=C2)C3=CC=CC(=C3)CNCC4=CC5=C(C=C4)OCO5)C(=O)CCC6CCCC6.C(=O)(C(F)(F)F)O,Active,,,,85
11943,85869861,44535187,CN1CCN(CC1)CCCN(CC2=CC=C(C=C2)C3=CC=C(C=C3)CNCCC4=CC=CC=C4)C(=O)C5=CC=CS5.C(=O)(C(F)(F)F)O,Active,,,,78
11944,85869862,44535189,CCC1=C(C(=C(S1)CN(CCCNC2=CC(=O)C3=CC=CC=C3N2)CC4=C(C(=C(S4)CC)Br)C5=CSC=C5)C6=CSC=C6)Br.Cl,Active,,,,98
11945,85869863,44535191,C1=CC=C2C(=C1)NC(=N2)NCCCNC(=O)C3=CC(=CC=C3)OC(F)(F)F,Inactive,,,,27
11946,85869864,44535192,CN(C)C1CCN(CC1)CCOC2=C(C=CC(=C2)NC(=O)/C=C/C3=CC=CC=C3Cl)OC,Inactive,,,,19
11947,85869865,44535193,COC1=C(C=C(C=C1)NC(=O)/C=C/C2=CC=CC=C2Cl)OCCN3CCC(CC3)NC4CC4,Active,,,,66
11948,85869866,44535194,CN1CCN(CC1)C2CCN(CC2)CCOC3=C(C=CC(=C3)NC(=O)/C=C/C4=CC=CC=C4Cl)OC,Inactive,,,,49
11949,85869867,44535195,COC1=C(C=C(C=C1)NC(=O)/C=C/C2=CC=CC=C2Cl)OCCN3CCC(CC3)NCC4=CN=CC=C4,Active,,,,88
11950,85869868,44535196,COC1=CC2=C(C=CN=C2C=C1)[C@H](CN3CCC(CC3)NCC4=CC5=CC=CC=C5NC4=O)O.Cl,Inactive,,,,-3
11951,85869869,44535198,COC1=CC2=C(C=CN=C2C=C1)[C@H](CN3CCC(CC3)NCC4=NC5=C(N4)C=CC=C5F)O.C(=O)(C(=O)O)O,Inactive,,,,6
11952,85869870,44535199,CC(C)(C)C1=CC=C(C=C1)CNC(=O)C2=C(C=CC(=C2)CNC3CCNC3)O,Inactive,,,,1
11953,85869871,44535200,CC(C)(CNC)C1=NC(=C(N1)C2=CC=NC=C2)C3=CC(=C(C=C3)Cl)O.Cl,Active,,,,96
11954,85869872,44535201,C1CN(CCN1CC2=CC=C(C=C2)C(=O)NCC3=CC=CO3)C(C4=CC=CC=C4)C5=CC=CC=C5,Active,,,,92
11955,85869873,44535202,CCN(CCNC(=O)CN1C(=CC2=C1C=CC(=C2)[N+](=O)[O-])C)C3=CC=CC(=C3)C,Active,,,,95
11956,85869874,44535203,CC1=C(C(=C(S1)C)Br)CNCCCNC2=CC(=O)C3=CC=CC=C3N2.Cl,Inactive,,,,15
11957,85869875,91800518,CC1=C(C(=C(S1)C)C(F)(F)F)CNCCCNC2=CC(=O)C3=CC=CC=C3N2.Cl.Cl,Inactive,,,,43
11958,85869876,44535207,C1=CC=C2C(=C1)C(=O)C=C(N2)NCCCNCC3=CC=C(S3)C(F)(F)F.Cl,Active,,,,68
11959,85869877,44535209,COC1=CC2=C(C=CN=C2C=C1)[C@H](CN3CCC(CC3)NC(=O)C4=CC5=C(N4)N=CC=C5)O.Cl,Inactive,,,,6
11960,85869878,44535211,COC1=NC2=C(C=CN=C2C=C1)[C@H](CN3CCC(CC3)NCC4=CC5=C(N4)N=CC=C5)O.C(=O)(C(=O)O)O,Inactive,,,,0
11961,85869879,10229932,COC1=C(C=C2C(=C1)CCN2C(=O)/C=C/C3=CC=CC=C3Cl)OCCN4CCC(CC4)N5CCCCC5,Inactive,,,,41
11962,85869880,44535213,COC1=CC2=C(C=CN=C2C=C1)[C@H](CN3CCC(CC3)NC(=O)C4=NC(=C(C(=C4Cl)N)Cl)Cl)O.CS(=O)(=O)O,Inactive,,,,17
11963,85869881,44535215,COC1=CC2=C(C=CN=C2C=C1)[C@H](CN3CCC(CC3)NC(=O)C4=CC(=C(C=C4)OC)N)O.CS(=O)(=O)O,Inactive,,,,0
11964,85869882,44535217,CC(C)(C)C1=CC=C(C=C1)CNC(=O)/C=C/C2=CC=C(C=C2)CNC3CCNCC3,Inactive,,,,21
11965,85869883,44535218,C1CNCCC1NCC2=CC(=C(C=C2)O)C(=O)NCC3=CC(=C(C=C3)Cl)Cl,Inactive,,,,2
11966,85869884,44535219,CC(C)(C)C1=CC=C(C=C1)CNC(=O)C2=C(C=CC(=C2)CNC3CCNCC3)O,Inactive,,,,8
11967,85869885,44535220,CC(C)(C)C1=CC=C(C=C1)CNC(=O)C2=C(C=CC(=C2)CNC3CCC(CC3)N)O,Inactive,,,,1
11968,85869886,44535221,CC(C)(C)C1=CC=C(C=C1)CNC(=O)C2=CC=C(S2)CNC3CCC(CC3)N,Inactive,,,,10
11969,85869887,44535222,COC1=CC2=C(C=CN=C2C=C1)[C@H](CN3CCC(CC3)NCC4=CN5C=C(C=CC5=N4)F)O.C(=O)(C(=O)O)O,Inactive,,,,5
11970,85869888,44535224,CCN(CC)CCN(CC1=CC=C(C=C1)C2=CC=C(C=C2)C(F)(F)F)C(=O)CN3C4=C(C(=O)N=C3CCC5=CC=C(C=C5)F)SC=C4.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,Active,,,,90
11971,85869889,44535226,COC1=CC2=C(C=CN=C2C=C1)[C@H](CN3CCC(CC3)NC(=O)C4=CC5=CC=CC=C5N4)O.CS(=O)(=O)O,Active,,,,55
11972,85869890,44535228,COC1=CC2=C(C=CN=C2C=C1)[C@H](CN3CCC(CC3)NC(=O)C4=CC5=C(N4)C=C(C=C5F)F)O.CS(=O)(=O)O,Active,,,,98
11973,85869891,44535230,COC1=CC(=CC(=C1)NC(=O)N2CCC3=CC(=C(C=C32)OCCN4CCCCC4)OC)C(F)(F)F.C(=O)(C(=O)O)O,Inactive,,,,10
11974,85869892,44535232,COC1=CC2=C(C=CN=C2C=C1)[C@H](CN3CCC(CC3)NCC4=NC5=C(O4)C=CC(=C5)F)O.C(=O)(C(=O)O)O,Inactive,,,,12
11975,85869893,44535234,COC1=NC2=C(C=CN=C2C=C1)NC(=O)N3CCC(CC3)NCC4=CC5=C(C=CC(=C5N4)F)F.C(=O)(C(=O)O)O,Inactive,,,,40
11976,85869894,44535235,C1CN(CCC1NCC2=CC=C(C=C2)C(=O)NCC3=CC(=CC=C3)Cl)CC4=CC=CC=C4.C(=O)(C(F)(F)F)O,Active,,,,50
11977,85869895,44535237,C1CN(CCC1NCC2=CC=C(C=C2)C(=O)NCC3=CC4=C(C=C3Cl)OCO4)CC5=CC=CC=C5.C(=O)(C(F)(F)F)O,Inactive,,,,47
11978,85869896,44535239,C1CN(CCC1NCC2=CC=C(C=C2)C(=O)NC3CCN(CC3)CC4=CC=CC=C4)CC5=CC=CC=C5.C(=O)(C(F)(F)F)O,Active,,,,58
11979,85869897,44535241,C1CN(CCC1NCC2=CC=C(C=C2)C(=O)NCC3=CC(=CC=C3)Br)CC4=CC=CC=C4.C(=O)(C(F)(F)F)O,Inactive,,,,49
11980,85869898,44535243,C1CN(CCC1NCC2=CC=C(C=C2)C(=O)NCC3=CC=CC4=CC=CC=C43)CC5=CC=CC=C5.C(=O)(C(F)(F)F)O,Active,,,,88
11981,85869899,44535245,COC1=CC2=C(C=CN=C2C=C1)[C@H](CN3CCC(CC3)NCC4=NC5=CC=CC=C5S4)O.C(=O)(C(=O)O)O,Inactive,,,,5
11982,85869900,44535247,CCN(CC)CCN(CC1=CC=C(C=C1)C2=CC=C(C=C2)C(F)(F)F)C(=O)CN3C4=CC=CC=C4C(=O)C=C3SCC5=CC=C(C=C5)F.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,Active,,,,70
11983,85869901,44535248,CC(C)(CNC(=O)C1CCN(CC1)CCOC)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC(=C(C=C4)Br)O.Cl,Inactive,,,,6
11984,85869902,44535250,COC1=CC2=C(C=CN=C2C=C1)[C@H](CN3CCC(CC3)NCC4=CC5=C(C=C4)OCC(=O)N5)O.Cl,Inactive,,,,6
11985,85869903,44535251,CC1(C2=CC=CC=C2NC1=O)CCCCN3CCC(CC3)OC4=C(C=C(C=C4)F)F.Cl,Inactive,,,,6
11986,85869904,44535253,CC1=CC=C(C=C1)OC2CCN(CC2)CCCCC3(C4=CC=CC=C4NC3=O)C.Cl,Inactive,,,,2
11987,85869905,44535255,CC1(C2=CC=CC=C2NC1=O)CCCCN3CCC(CC3)CC4=CC=CC=C4.Cl,Inactive,,,,28
11988,85869906,44535257,C1CCN(CC1)CCNC(=O)CC2=CC=C(C=C2)NC(=O)C3=CC(=C(C=C3)O)C4=CC(=CC=C4)[N+](=O)[O-],Inactive,,,,3
11989,85869907,44535258,C1C[C@H](N(C1)C(=O)C2=CC(=C(C=C2)O)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)NC4CCCC5=CC=CC=C45,Active,,,,99
11990,85869908,44535259,C1CCC(CC1)C[C@@H](C(=O)NC2CCCC3=CC=CC=C23)NC(=O)C4=CC(=C(C=C4)O)C5=CC(=CC=C5)[N+](=O)[O-],Active,,,,98
11991,85869909,44535260,CCCC(C)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C2=CC(=C(C=C2)O)C3=CC=C(C=C3)OC,Inactive,,,,1
11992,85869910,44535261,CCCC(C)NC(=O)[C@H](CC1CCCCC1)NC(=O)C2=CC(=C(C=C2)O)C3=CC=C(C=C3)OC,Inactive,,,,37
11993,85869911,44535262,COC1=CC=C(C=C1)C2=C(C=CC(=C2)C(=O)N[C@@H](CC3CCCCC3)C(=O)NCCN4CCCC4)O,Inactive,,,,12
11994,85869912,44535263,CCCCNC(=O)[C@H](CC1CCCCC1)NC(=O)C2=CC(=C(C=C2)O)C3=CC=C(C=C3)OC,Inactive,,,,12
11995,85869913,44535264,COC1=CC=C(C=C1)C2=C(C=CC(=C2)C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)NCCN4CCCCC4)O,Inactive,,,,-3
11996,85869914,44535265,COC1=CC=C(C=C1)C2=C(C=CC(=C2)C(=O)N[C@@H](CC3CCCCC3)C(=O)NCCN4CCCCC4)O,Active,,,,72
11997,85869915,44535266,COC1=CC=C(C=C1)C2=C(C=CC(=C2)C(=O)N[C@@H](CC3CCCCC3)C(=O)NC4CCCC5=CC=CC=C45)O,Active,,,,97
11998,85869916,44535267,C1CCC(CC1)C[C@@H](C(=O)NC2CC2)NC(=O)C3=CC(=C(C=C3)O)C4=CC(=CC=C4)C(F)(F)F,Inactive,,,,47
11999,85869917,44535268,CCCC(C)NC(=O)[C@H](CC1CCCCC1)NC(=O)C2=CC(=C(C=C2)O)C3=CC(=CC=C3)C(F)(F)F,Active,,,,98
12000,85869918,44535269,C1CCC(CC1)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)C3=CC(=C(C=C3)O)C4=CC(=CC=C4)C(F)(F)F,Inactive,,,,36
12001,85869919,44535270,C1CCC(CC1)C[C@@H](C(=O)NC2CCCCC2)NC(=O)C3=CC(=C(C=C3)O)C4=CC(=CC=C4)C(F)(F)F,Active,,,,95
12002,85869920,44535271,C1CCC(CC1)C[C@@H](C(=O)NCCN2CCCC2)NC(=O)C3=CC(=C(C=C3)O)C4=CC(=CC=C4)C(F)(F)F,Active,,,,55
12003,85869921,44535272,CCCCNC(=O)[C@H](CC1CCCCC1)NC(=O)C2=CC(=C(C=C2)O)C3=CC(=CC=C3)C(F)(F)F,Active,,,,86
12004,85869922,44535273,C1CCCC(CC1)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)C3=CC(=C(C=C3)O)C4=CC(=CC=C4)C(F)(F)F,Active,,,,70
12005,85869923,44535274,C1CCN(CC1)CCNC(=O)CCCCCNC(=O)C2=CC(=C(C=C2)O)C3=CC(=CC=C3)C(F)(F)F,Inactive,,,,0
12006,85869924,44535275,CC(C)[C@@H](C(=O)NCCN1CCCCC1)NC(=O)C2=CC(=C(C=C2)O)C3=CC(=CC=C3)C(F)(F)F,Inactive,,,,29
12007,85869925,44535276,C1CCN(CC1)CCNC(=O)[C@H](CC2=CC=CC=C2)NC(=O)C3=CC(=C(C=C3)O)C4=CC(=CC=C4)C(F)(F)F,Inactive,,,,3
12008,85869926,44535277,C1CCN(CC1)CCNC(=O)C2=CC=C(C=C2)CNC(=O)C3=CC(=C(C=C3)O)C4=CC(=CC=C4)C(F)(F)F,Inactive,,,,47
12009,85869927,44535278,C1CCC(CC1)C[C@@H](C(=O)NCCN2CCCCC2)NC(=O)C3=CC(=C(C=C3)O)C4=CC(=CC=C4)C(F)(F)F,Active,,,,97
12010,85869928,44535279,CC(C)[C@@H](C(=O)NC1CCCC2=CC=CC=C12)NC(=O)C3=CC(=C(C=C3)O)C4=CC(=CC=C4)C(F)(F)F,Inactive,,,,25
12011,85869929,44535280,C1CC(C2=CC=CC=C2C1)NC(=O)[C@H](CC3=CC=CC=C3)NC(=O)C4=CC(=C(C=C4)O)C5=CC(=CC=C5)C(F)(F)F,Inactive,,,,41
12012,85869930,44535281,C1CCC(CC1)C[C@@H](C(=O)NC2CCCC3=CC=CC=C23)NC(=O)C4=CC(=C(C=C4)O)C5=CC(=CC=C5)C(F)(F)F,Active,,,,99
12013,85869931,44535282,C1C[C@H](N(C1)C(=O)C2=CC(=C(C=C2)O)C3=CC(=CC=C3)C(F)(F)F)C(=O)NCCC4=CC(=C(C=C4)Cl)Cl,Active,,,,82
12014,85869932,44535283,CC(C(=O)NC1CCCCC1)NC(=O)C2=CC(=C(C=C2)O)C3=CC(=C(C=C3)Cl)Cl,Active,,,,82
12015,85869933,44535284,C1CCC(CC1)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)C3=CC(=C(C=C3)O)C4=CC(=C(C=C4)Cl)Cl,Active,,,,99
12016,85869934,44535285,C1CCC(CC1)NC(=O)C2=CC=C(C=C2)CNC(=O)C3=CC(=C(C=C3)O)C4=CC(=C(C=C4)Cl)Cl,Inactive,,,,-4
12017,85869935,44535286,C1CCN(C1)CCNC(=O)CCCCCNC(=O)C2=CC(=C(C=C2)O)C3=CC(=C(C=C3)Cl)Cl,Inactive,,,,2
12018,85869936,44535287,CC(C(=O)NCCN1CCCC1)NC(=O)C2=CC(=C(C=C2)O)C3=CC(=C(C=C3)Cl)Cl,Inactive,,,,9
12019,85869937,44535288,CC(C)[C@@H](C(=O)NCCN1CCCC1)NC(=O)C2=CC(=C(C=C2)O)C3=CC(=C(C=C3)Cl)Cl,Active,,,,83
12020,85869938,44535289,C1CCN(C1)CCNC(=O)[C@H](CC2=CC=CC=C2)NC(=O)C3=CC(=C(C=C3)O)C4=CC(=C(C=C4)Cl)Cl,Inactive,,,,46
12021,85869939,44535290,C1CCC(CC1)C[C@@H](C(=O)NCCN2CCCC2)NC(=O)C3=CC(=C(C=C3)O)C4=CC(=C(C=C4)Cl)Cl,Active,,,,99
12022,85869940,44535291,C1=CC(=CC(=C1)C(F)(F)F)CNC(=O)CCCCCNC(=O)C2=CC(=C(C=C2)O)C3=CC(=C(C=C3)Cl)Cl,Inactive,,,,10
12023,85869941,44535292,C1C[C@H](N(C1)C(=O)C2=CC(=C(C=C2)O)C3=CC(=C(C=C3)Cl)Cl)C(=O)NCC4=CC(=CC=C4)C(F)(F)F,Active,,,,97
12024,85869942,44535293,C1=CC=C(C=C1)C[C@@H](C(=O)NCC2=CC(=CC=C2)C(F)(F)F)NC(=O)C3=CC(=C(C=C3)O)C4=CC(=C(C=C4)Cl)Cl,Active,,,,97
12025,85869943,44535294,C1=CC(=CC(=C1)C(F)(F)F)CNC(=O)C2=CC=C(C=C2)CNC(=O)C3=CC(=C(C=C3)O)C4=CC(=C(C=C4)Cl)Cl,Inactive,,,,15
12026,85869944,44535295,C1=CC(=CC(=C1)C(F)(F)F)CNC(=O)CC2=CC=C(C=C2)NC(=O)C3=CC(=C(C=C3)O)C4=CC(=C(C=C4)Cl)Cl,Inactive,,,,28
12027,85869945,44535296,C1CCC(CC1)C[C@@H](C(=O)NCC2=CC(=CC=C2)C(F)(F)F)NC(=O)C3=CC(=C(C=C3)O)C4=CC(=C(C=C4)Cl)Cl,Active,,,,100
12028,85869946,44535297,CCCCNC(=O)[C@@H]1CCCN1C(=O)C2=CC(=C(C=C2)O)C3=CC(=C(C=C3)Cl)Cl,Active,,,,92
12029,85869947,44535298,CCCCNC(=O)C(C)NC(=O)C1=CC(=C(C=C1)O)C2=CC(=C(C=C2)Cl)Cl,Inactive,,,,8
12030,85869948,44535299,CCCCNC(=O)[C@H](C(C)C)NC(=O)C1=CC(=C(C=C1)O)C2=CC(=C(C=C2)Cl)Cl,Active,,,,98
12031,85869949,44535300,CCCCNC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C2=CC(=C(C=C2)O)C3=CC(=C(C=C3)Cl)Cl,Active,,,,97
12032,85869950,44535301,CCCCNC(=O)[C@H](CC1CCCCC1)NC(=O)C2=CC(=C(C=C2)O)C3=CC(=C(C=C3)Cl)Cl,Active,,,,99
12033,85869951,44535302,C1CCCC(CC1)NC(=O)CCCCCNC(=O)C2=CC(=C(C=C2)O)C3=CC(=C(C=C3)Cl)Cl,Inactive,,,,3
12034,85869952,44535303,C1CCCC(CC1)NC(=O)[C@@H]2CCCN2C(=O)C3=CC(=C(C=C3)O)C4=CC(=C(C=C4)Cl)Cl,Active,,,,98
12035,85869953,44535304,CC(C)[C@@H](C(=O)NC1CCCCCC1)NC(=O)C2=CC(=C(C=C2)O)C3=CC(=C(C=C3)Cl)Cl,Active,,,,99
12036,85869954,44535305,C1CCCC(CC1)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)C3=CC(=C(C=C3)O)C4=CC(=C(C=C4)Cl)Cl,Active,,,,99
12037,85869955,44535306,C1CCCC(CC1)NC(=O)C2=CC=C(C=C2)CNC(=O)C3=CC(=C(C=C3)O)C4=CC(=C(C=C4)Cl)Cl,Inactive,,,,21
12038,85869956,44535307,C1CCCC(CC1)NC(=O)[C@H](CC2CCCCC2)NC(=O)C3=CC(=C(C=C3)O)C4=CC(=C(C=C4)Cl)Cl,Active,,,,100
12039,85869957,44535308,C1COCCN1CCNC(=O)CCCCCNC(=O)C2=CC(=C(C=C2)O)C3=CC(=C(C=C3)Cl)Cl,Inactive,,,,0
12040,85869958,44535309,CC(C(=O)NCCN1CCOCC1)NC(=O)C2=CC(=C(C=C2)O)C3=CC(=C(C=C3)Cl)Cl,Inactive,,,,7
12041,85869959,44535310,CC(C)[C@@H](C(=O)NCCN1CCOCC1)NC(=O)C2=CC(=C(C=C2)O)C3=CC(=C(C=C3)Cl)Cl,Inactive,,,,44
12042,85869960,44535311,C1COCCN1CCNC(=O)[C@H](CC2=CC=CC=C2)NC(=O)C3=CC(=C(C=C3)O)C4=CC(=C(C=C4)Cl)Cl,Inactive,,,,31
12043,85869961,44535312,C1COCCN1CCNC(=O)C2=CC=C(C=C2)CNC(=O)C3=CC(=C(C=C3)O)C4=CC(=C(C=C4)Cl)Cl,Active,,,,55
12044,85869962,44535313,C1COCCN1CCNC(=O)CC2=CC=C(C=C2)NC(=O)C3=CC(=C(C=C3)O)C4=CC(=C(C=C4)Cl)Cl,Inactive,,,,24
