PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PCT_INHIB_DD2
RESULT_TYPE,,,,,,,,FLOAT
RESULT_DESCR,,,,,,,,Percent inhibition of P. falciparum Dd2 growth.
RESULT_UNIT,,,,,,,,PERCENT
604,85858521,44522026,CCN(CC)CCN1C2=CC=CC=C2N(C1=N)CC(C3=CC(=C(C=C3)Cl)Cl)O.Cl,Active,,,,88
605,85858522,2881095,C1CCN(C1)CCN2C3=CC=CC=C3N(C2=N)CC(C4=CC(=C(C=C4)Cl)Cl)O.Cl,Inactive,,,,6
606,85858523,2881753,C1CCN(CC1)CCN2C3=CC=CC=C3N(C2=N)CC(C4=CC(=C(C=C4)Cl)Cl)O.Cl,Active,,,,97
607,85858524,44522027,CCCCCCCN1C2=CC=CC=C2N(C1=N)CC(C3=CC(=C(C=C3)Cl)Cl)O.Cl,Active,,,,100
608,85858525,9549347,CCN(CC)CC1=C(C2=C(C=C1)C(=C(S2)NC(=O)C3=CC=CC=C3)C(=O)OCC)O.Cl,Active,,,,100
609,85858526,44522028,CCOCC1=CN=C(N=C1NCC(=O)C2=C(NC3=C2C=CC(=C3)C)C)C.I,Active,,,,76
610,85858527,5133615,CC1=CC2=C(C=C1)NC3=C2N=CN=C3NCCCN4CCOCC4,Inactive,,,,9
611,85858528,1614775,C1=CC=C2C(=C1)NC(=N2)SC3=NC(=NC(=N3)NC4=CC(=C(C=C4)Cl)Cl)NC5=CC(=C(C=C5)Cl)Cl,Active,,,,100
612,85858529,44522029,CCOC(=O)C1=C(SC2=C1C=CC(=C2O)CNC3CCCCC3)NC(=O)C4=CC=CC=C4,Active,,,,98
613,85858530,2873740,C1=COC(=C1)CNCC(CN2C3=C(C=C(C=C3)Br)C4=C2C=CC(=C4)Br)O,Active,,,,72
614,85858531,3807621,CC1CN(CC(O1)C)CC(CN2C3=C(C=C(C=C3)Br)C4=C2C=CC(=C4)Br)O,Active,,,,100
615,85858532,16239833,CC(C1=CC=CC=C1)NCC(CN2C3=CC=CC=C3C4=CC=CC=C42)O.C1=CC=C(C=C1)C(=O)O,Active,,,,85
616,85858533,3119532,C1CCC(CC1)NCC(CN2C3=C(C=C(C=C3)I)C4=C2C=CC(=C4)I)O,Active,,,,93
617,85858534,44522030,C[C@]12CC[C@H](C1(C)C)CN(C2)CC(CN3C4=C(C=C(C=C4)I)C5=CC=CC=C53)O.Cl,Active,,,,82
618,85858535,23992759,CC1(CC2C3=CC=CC=C3C1C4=CC=CC=C24)C(=O)NC5=C(C=C(C=C5)[N+](=O)[O-])O,Inactive,,,,16
619,85858536,4149420,C1=CC(=CC=C1C(=O)NC(=S)NC2=CC(=CC(=C2)C(F)(F)F)C(F)(F)F)Cl,Active,,,,99
620,85858537,44522032,C1=CC=C(C=C1)CN2C3=CC=CC=C3N(C2=N)CC(C4=CC=C(C=C4)Cl)O.Cl,Active,,,,75
621,85858538,556949,CCC1=C(N2C3=CC=CC=C3N=C2C(=C1C)C#N)NCC4=CC=CO4,Active,,,,90
622,85858539,4194291,C1=COC(=C1)C=NNC2=C3C=CC(=CC3=NC=C2)Cl,Active,,,,96
623,85858540,135500725,CCCCCCC1=C(C=C2C(=C1)C=C(C(=O)O2)C3=NC(=CS3)C4=CC=C(C=C4)OC)O,Active,,,,93
624,85858541,3119249,CCOC1=CC2=C(C=C1)C3=C(C(N2C(=O)C=CC4=CC=CC=C4)(C)C)SSC3=S,Active,,,,77
625,85858542,3123793,CC1=C(C=CC(=C1)I)NC2=NC3=NON=C3N=C2NC4=C(C=C(C=C4)I)C,Active,,,,96
626,85858543,1098916,C1=CC(=CC=C1C(=O)NC2=C(C=CC(=C2)Cl)O)OC3=CC=C(C=C3)C(=O)NC4=C(C=CC(=C4)Cl)O,Active,,,,91
627,85858544,3100728,CC1=C(C(=O)C2=C(N1)C3=CC=CC=C3C=C2)CC=C(C)Cl,Active,,,,96
628,85858545,3103661,CN(C)C1=C(C=C(C=C1)C=C2C(=O)N(C(=NC3=CC=CC=C3)S2)C4=CC=CC=C4)[N+](=O)[O-],Active,,,,82
629,85858546,3100084,CNC1=NC(=NC(=N1)NN=CC2=CC(=C(C=C2Cl)Cl)[N+](=O)[O-])NC3=CC=CC(=C3)C(F)(F)F,Active,,,,97
630,85858547,9822799,CN(C)C1=CC=C(C=C1)C(C2=CC=C(C=C2)N(C)C)C3=C(C=CC(=C3)[N+](=O)[O-])Cl,Active,,,,67
631,85858548,3826660,CC1=CC=C(C=C1)C2(CC(N(C3=CC=CC=C32)C(=O)COC4=CC5=CC=CC=C5C=C4)(C)C)C,Active,,,,98
632,85858549,1894450,CCOC1=CC2=C(C=C1)N(C(C3=C2C(=S)SS3)(C)C)C(=O)C(=O)OCC,Active,,,,100
633,85858550,44522033,CN(C)CC1=CC2=C(O1)C=CC(=C2O)CC3=CC=CC=C3,Active,,,,69
634,85858551,2880269,CCN1C(=NC2=CC=CC=C2C1=O)C=CC3=C(C=CC(=C3)Br)O,Active,,,,95
635,85858552,4434813,CC(C)C1=NC(=C(C2=C1COC(C2)(C)C)C#N)N3CCN(CC3)C(=S)NCC4=CC=CC=C4,Active,,,,100
636,85858553,135857458,CCOC1=C(C=CC(=C1)C=NNC2=NC(=CC(=N2)N3C(=CC(=N3)C)C)C)O,Active,,,,52
637,85858554,1070878,CCOC(=O)C1=C(OC2=C1C(=C(C(=C2)CN(C)C)O)Cl)CSC3=CC=CC=C3,Active,,,,70
638,85858555,44522035,CCCCCCC1=NC=C(S1)C2=CC3=CC(=C(C=C3OC2=O)C4=CC=CC=C4)O,Active,,,,63
639,85858556,1878836,CN(C)C1=CC=C(C=C1)NC2=NC(=NC3=CC=C(C=C3)N(C)C)C4=CC=CC=C42,Inactive,,,,20
640,85858557,4366789,C1=CC=C2C(=C1)NC(=N2)NN=CC3=CC=C(C=C3)F,Active,,,,58
641,85858558,24215709,C1=CC=C(C=C1)COC2=CC=CC=C2C=NNC3=NC4=CC=CC=C4N3,Active,,,,90
642,85858559,4047337,CC(C)NCC(CN1C2=C(C=C(C=C2)Br)C3=C1C=CC(=C3)Br)O,Active,,,,100
643,85858560,3694005,CC1=C(C(=CC=C1)C)NC2=NC(=S)N(C23CCC(CC3)C(C)(C)C)C4=CC(=CC=C4)Cl,Active,,,,53
644,85858561,1110983,CC1=CC(=C(C=C1)O)NC(=O)C2=C3N=C(C=C(N3N=C2)C(F)(F)F)C4=CC(=C(C=C4)OC)OC,Active,,,,100
645,85858562,135441491,CC1=CC(=CC(=C1)N2C(=CC(=C2C)C=C3C(=O)NC(=NC4=CC=C(C=C4)Cl)S3)C)C,Active,,,,97
646,85858563,3460782,COC1=C(C=C(C=C1)C=NNC2=NC3=CC=CC=C3N2)O,Inactive,,,,13
647,85858564,3665408,C1=CC=C2C(=C1)NC(=N2)NN=CC3=CC=C(C=C3)[N+](=O)[O-],Active,,,,98
648,85858565,4567964,C1=CC=C2C(=C1)NC(=N2)NN=CC3=CC(=CC=C3)C(F)(F)F,Active,,,,99
649,85858566,4524259,C1=CC=C(C=C1)CC2=CC(=C(C=C2)O)C=C3C(=O)N(C(=S)S3)CC4=CC=CC=C4,Active,,,,53
650,85858567,23736464,C1=CC=C(C=C1)N2C=C(C(=N2)C(=O)NC3=CC=C(C=C3)[N+](=O)[O-])N=CC4=CC(=CC=C4)O,Inactive,,,,37
651,85858568,3978205,CCOC(=O)C1=C(N=C2N(C1C3=CC=C(C4=CC=CC=C34)OC)C(=O)C(=CC5=CC=CC=C5O)S2)C,Inactive,,,,38
652,85858569,44522036,C1=C(C=C(C=C1NC(=O)NC2=CC(=CC(=C2)C(=N)N)Cl)Cl)C(=N)N.Cl,Active,,,,92
653,85858570,44522037,CCC1=CC2=C(C=C1O)OC(=C(C2=O)C3=NC(=CS3)C)[C@@H](CC4=CC=C(C=C4)O)N.C(=O)(C(F)(F)F)O,Inactive,,,,19
654,85858571,2871670,CCOC(=O)C1=C(N=C2N(C1C3=CC=C(C=C3)OC)C(=O)C(=CC4=C(C=CC(=C4)Cl)O)S2)C,Active,,,,65
655,85858572,5031594,CCOC(=O)C1=C(N=C2N(C1C3=CC4=C(C=C3)OCO4)C(=O)C(=CC5=C(C=CC(=C5)Cl)O)S2)C,Active,,,,91
656,85858573,135469845,C1=CC=C(C=C1)CN=C2N(C(=C(S2)/C=C/3\C(=O)C=CC4=CC=CC=C43)O)CC5=CC=CC=C5,Active,,,,98
657,85858574,4369923,COC1=CC=C(C=C1)NC2=NC(=NC(=N2)NC3=CC=CC=C3)NN=CC4=C(C=CC(=C4)Cl)O,Inactive,,,,10
658,85858575,5107422,CCOC(=O)C1=C(N=C2N(C1C3=CC(=C(C=C3Br)OC)OC)C(=O)C(=CC4=C(C=CC(=C4)Cl)O)S2)C,Active,,,,76
659,85858576,1002286,CC1=CC(=C2C(=C(SC2=N1)C(=O)NC3=CC=C(C=C3)F)N)C4=CC=C(C=C4)Cl,Active,,,,87
660,85858577,3521957,CN1C2=C(C=CC(=C2)Cl)SC1=C3C(=O)N(C(=NC4=CC5=C(C=C4)N=CC=C5)S3)CC6=CC=CC=C6,Active,,,,75
661,85858578,3656773,C=CCN1C(=O)C(=CC2=C(C=CC(=C2)Br)O)SC1=NC3=CC=CC=C3,Active,,,,55
662,85858579,44522038,CCCCOC1=CC=C(C=C1)C(=O)C(CCC(CNC(C)(C)C)C(=O)C2=CC=C(C=C2)OCCCC)CNC(C)(C)C.Cl,Active,,,,92
663,85858580,1201930,CCOC(=O)C1=C(N(C2=CC(=C(C=C21)O)Br)CC3=CC=CC=C3)CN4CCN(CC4)C,Inactive,,,,46
664,85858581,403088,CCOC(=O)C1=C(N(C2=CC(=C(C=C21)O)Br)C3=CC=CC=C3)CN4CCCC4,Active,,,,53
665,85858582,633342,CCOC(=O)C1=C(N(C2=CC(=C(C=C21)O)Br)C3CCCCC3)C,Active,,,,71
666,85858583,4136445,C1=CC=C2C(=C1)NC(=N2)NN=CC3=CC=C(C=C3)C#N,Active,,,,71
667,85858584,3329594,CC1=C(C=C(C=C1)NC2=NC(=NC(=N2)NC3=CC=C(C=C3)[N+](=O)[O-])NN=CC4=CC(=CC=C4)O)C,Active,,,,69
668,85858585,3116729,CN(C)C1=NC(=NC(=N1)NN=CC2=C(C=CC(=C2)[N+](=O)[O-])O)NCC3=CC=CC=C3,Active,,,,90
669,85858586,4281859,COC1=CC=C(C=C1)NC2=NC(=NC(=N2)NC3=CC=C(C=C3)[N+](=O)[O-])NN=CC4=CC=C(C=C4)O,Inactive,,,,16
670,85858587,3065982,CC1(N=C(N=C(N1C2=CC=C(C=C2)[N+](=O)[O-])N)N)C.Cl,Inactive,,,,1
671,85858588,3092661,C1=CC(=CC(=C1)Cl)C(=O)NC(C(Cl)(Cl)Cl)NC2=CC=C(C=C2)[N+](=O)[O-],Inactive,,,,17
672,85858589,3093465,C1=CC(=CC(=C1)Cl)C(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC2=CC=C(C=C2)[N+](=O)[O-],Active,,,,100
673,85858590,3092617,CC(C)C(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC1=CC=C(C=C1)Br,Unspecified,,,,
674,85858591,623893,C1=CC=C2C(=C1)NC(=N2)CN(CC3=NC4=CC=CC=C4N3)CC5=NC6=CC=CC=C6N5,Active,,,,86
675,85858592,3653098,CC1(C2=C(C=CC(=C2)[N+](=O)[O-])N(C13C=CC4=C(C(=C(C=C4O3)OC)[N+](=O)[O-])OC)C)C,Active,,,,89
676,85858593,3819659,CCCCCN1C(=O)N(C(C1(C)C)N(C(=O)NC2=CC(=C(C=C2)Cl)Cl)O)C3=CC(=C(C=C3)Cl)Cl,Active,,,,99
677,85858594,3962134,C1=CC=C(C=C1)CCNCC(CN2C3=C(C=C(C=C3)Cl)C4=C2C=CC(=C4)Cl)O,Active,,,,96
678,85858595,44522039,CC1=CC=CC=C1N=C2C3(CCC(CC3)C(C)(C)C)N(C(=N2)SC)C4=CC=CC=C4Cl.I,Active,,,,89
679,85858596,30983285,C1CN(CCC1N2CCC(CC2)(C3=CC=C(C=C3)Br)O)CC4=CC=CC=C4,Inactive,,,,18
680,85858597,3497585,C1COCCN1C(C2=CC=C(C=C2)Cl)C3=NN=NN3CCOC(=O)NC4=CC=C(C=C4)Cl,Active,,,,79
681,85858598,44522040,CC1=NN(C=C1[N+](=O)[O-])CCOC(=O)NC(C(Cl)(Cl)Cl)NCC2COC3=CC=CC=C3O2,Active,,,,99
682,85858599,44522041,CC1=C(C(=CC=C1)C)N=C2C3(CCC(CC3)C(C)(C)C)N(C(=N2)SC)C4=CC=C(C=C4)O.I,Active,,,,93
683,85858600,5073662,COC1=CC(=C(C=C1)NC(=S)NC(C(Cl)(Cl)Cl)NC(=O)C2=CC(=CC=C2)OC)[N+](=O)[O-],Inactive,,,,49
684,85858601,2828582,CCOC(=O)C1=C(NC2=C(C1C3=CC=C(C=C3)Br)C(=O)CC(C2)(C)C)C,Active,,,,66
685,85858602,1948570,CC1=C(C(=CC=C1)C)N=C2C3(CCCCC3)N(C(=N2)SC)C4=CC=CC=C4Cl,Active,,,,57
686,85858603,3967044,COC1=CC2=C(C3=C(C=C(C=C3)Cl)N=C2C=C1)NCCCO,Active,,,,100
687,85858604,6146182,CCCCCCCC1=CC(=C2C3=C(CN(CC3)C)C(=O)OC2=C1)O,Active,,,,100
688,85858605,,,Inactive,,,,3
689,85858606,44522042,CC(C)(C)C1=CC=C(C=C1)C2=C(C=CC(=N2)CN(C)C)O.Cl,Inactive,,,,25
690,85858607,5007509,COC1=CC=C(C=C1)C(=O)NC(C(Cl)(Cl)Cl)NC2=CC=C(C=C2)[N+](=O)[O-],Active,,,,83
691,85858608,5281671,CC(=CCC1=C(OC2=C(C1=O)C(=CC3=C2C=CC(O3)(C)C)O)C4=C(C=C(C=C4)O)O)C,Inactive,,,,8
692,85858609,3296221,CCC1=CC(=C(C=C1OC)O)C2=C(C(=NO2)C(F)(F)F)C3=CC=C(O3)C(=O)OCC,Active,,,,95
693,85858610,3537451,CC1=CC=CC=C1C(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC2=CC=C(C=C2)[N+](=O)[O-],Inactive,,,,39
694,85858611,3109705,C1=CC=C(C=C1)NC2=NC(=NC(=N2)NN=CC3=CC=C(O3)C4=CC(=C(C=C4)Cl)Cl)NC5=CC=CC=C5,Active,,,,75
695,85858612,4361224,CC1=CC=C(C=C1)NC2=C3C=C(C=CC3=NC4=CC=CC=C42)C,Unspecified,,,,
696,85858613,3094160,C1=CC(=CC(=C1)NC2=NC3=C(C=C(C=C3)[N+](=O)[O-])N=C2NC4=CC=CC(=C4)C(F)(F)F)C(F)(F)F,Active,,,,99
697,85858614,4056664,C1=C(OC=C1C(F)(F)F)C(=O)O,Inactive,,,,19
698,85858615,659572,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCCCC3)F)C(=O)OCC,Active,,,,96
699,85858616,4561049,CC1=CC=CC=C1C(=O)N(CCCN2C(=O)C3=CC=CC4=C3C(=CC=C4)C2=O)C5=CC(=CC=C5)OC,Active,,,,70
700,85858617,4344530,C1=CC(=C(C=C1C(C2=CC(=C(C=C2)O)[N+](=O)[O-])C(Cl)(Cl)Cl)[N+](=O)[O-])O,Active,,,,98
701,85858618,44522044,CCN1C=C(C(=O)C2=CC(=C(C=C21)N(C)CCC3=CC(=C(C=C3)OC)OC)F)C(=O)OCC.Cl,Active,,,,96
702,85858619,40533054,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCCCCC3)F)C(=O)OCC,Active,,,,89
703,85858620,44522045,CCN1C=C(C(=O)C2=CC(=C(C=C21)F)OC3C[C@@H]4CC[C@]3(C4(C)C)C)C(=O)OCC,Active,,,,70
704,85858621,468692,C1=CC=C2C(=C1)N=C(C(=N2)NC3=CC=CC(=C3)C(F)(F)F)NC4=CC=CC(=C4)C(F)(F)F,Active,,,,100
705,85858622,44522046,CCN(CC)CCCCOC1=CC2=C(C=C1)C3=C(C2=O)C=C(C=C3)OCCCCN(CC)CC.Cl,Inactive,,,,44
706,85858623,2859627,CC1=C(C(=NN1CC(CN2C3=C(C=C(C=C3)Br)C4=C2C=CC(=C4)Br)O)C)Br,Active,,,,81
707,85858624,44522047,CCCCCOC1=CC=C(C=C1)C(C(CN2CCCCC2)C3=CC=CC=C3)O.Cl,Active,,,,95
708,85858625,825303,CC1=CC(=C2C=C(C=CC2=N1)OC)NC3=CC(=C(C=C3)Cl)Cl,Active,,,,99
709,85858626,3778890,C1CCC(CC1)N2CCN(CC2)CC(CN3C4=C(C=C(C=C4)Br)C5=CC=CC=C53)O,Active,,,,89
710,85858627,3124283,C1CCC(CC1)NCC(CN2C3=CC=CC=C3C4=CC=CC=C42)O,Active,,,,92
711,85858628,44522048,CN(C)C1=CC2=C(C=C1)N(C3=C(S2)C=C(C=C3)N(C)C)C(=O)C4=CC(=CC=C4)C(=O)O,Active,,,,73
712,85858629,5761549,CCCCCC1=CC(=C2C3=C(CN(CC3)C)C(=O)OC2=C1)O,Active,,,,99
713,85858630,79513,C1=CC=C2C=C(C(=CC2=C1)C(=O)NC3=CC(=CC=C3)Cl)O,Unspecified,,,,
714,85858631,5258778,CC(C)C1=CC(=NOS(=O)(=O)C2=CC=CC=C2)C=C(C1=O)C(C)C,Active,,,,74
715,85858632,24131211,CC(C)CN1CCN(CC1)C2=C(C3=C(COC(C3)(C)C)C(=N2)C#N)C(=S)NC4CCCCC4,Active,,,,99
716,85858633,44522049,CCCCCOC1=CC=C(C=C1)C(C(CCC(CN2CCCCCC2)C(C3=CC=C(C=C3)OCCCCC)O)CN4CCCCCC4)O.Cl,Active,,,,93
717,85858634,1015763,CC1=C(C=C(C=C1)Cl)NC(=O)C2=C(ON=C2C3=CC=CC=C3Cl)C,Inactive,,,,37
718,85858635,3564202,C1=CC(=CC=C1C(C#N)C2=NC3=C(C=C2)C(=CC(=N3)C(F)(F)F)C(F)(F)F)Cl,Active,,,,54
719,85858636,3093445,CC1=CC(=CC=C1)C(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC2=CC=C(C=C2)[N+](=O)[O-],Active,,,,66
720,85858637,3124829,CC1(C2=C(C=CC(=C2)[N+](=O)[O-])N(C13C=CC4=C(O3)C(=CC(=C4)Br)[N+](=O)[O-])C)C,Active,,,,99
721,85858638,4411175,CCC(C(=O)OC)NC(=O)C1=CC=CC=C1NC(=O)C2=CC=C(C=C2)C,Active,,,,86
722,85858639,44522050,C1=C(C=C(C=C1NC(=O)NC2=CC(=CC(=C2)C(=N)N)Br)Br)C(=N)N.Cl,Active,,,,76
723,85858640,3505169,COC1=CC=C(C=C1)NC2=NC(=NC(=N2)NC3=CC=C(C=C3)[N+](=O)[O-])NN=CC4=CC(=C(C=C4O)O)Br,Inactive,,,,23
724,85858641,3912576,COC1=CC=C(C=C1)NC2=NC(=NC(=N2)NC3=CC=C(C=C3)[N+](=O)[O-])NN=CC4=C(C=CC(=C4)Br)O,Inactive,,,,37
725,85858642,44522052,C1CCC2=NC3=CC=CC=C3C(=C2C1)NCCCCCCNC4=C5CCCCC5=NC6=CC=CC=C64.Cl,Active,,,,51
726,85858643,44522053,CC1=CC(=C(C=C1)N2C(=O)C3C(C2=O)[C@@]4(C(=C([C@]3(C4=O)C5=CC=CC=C5)C6=CC=CC=C6)C7=CC=CC=C7)C8=CC=CC=C8)C,Active,,,,96
727,85858644,44522054,CC1=C(C=C(C=C1)NC2=NC(=NC(=N2)NC3=CC=C(C=C3)[N+](=O)[O-])NN=CC4=CC5=C(C=C4Br)OCO5)C,Active,,,,89
728,85858645,4416518,COC1=CC(=C(C=C1)OC)C=NNC2=NC3=CC=CC=C3N2,Inactive,,,,28
729,85858646,44522055,COC1=CC=C(C=C1)NC2=NC(=NC(=N2)NC3=CC=CC=C3)NN=CC4=CC=C(O4)C5=CC=C(C=C5)[N+](=O)[O-],Inactive,,,,17
730,85858647,44522056,CNC1=NC(=NC(=N1)NN=CC2=CC=CC=C2Cl)NC3=CC=CC(=C3)C(F)(F)F.Cl,Inactive,,,,-9
731,85858648,3983294,CN(C)C1=NC(=NC(=N1)NN=CC2=C(C=CC(=C2)Cl)O)NC3=CC=C(C=C3)F,Inactive,,,,46
732,85858649,5152430,CC1=C(C2=CC=CC=C2N1)C=NNC3=NC(=NC(=N3)NC4=CC=CC=C4)NC5=CC=CC=C5,Inactive,,,,23
733,85858650,3745072,CCOC1=C(C=CC(=C1)C=NNC2=NC3=CC=CC=C3N2)OCC4=CC=C(C=C4)[N+](=O)[O-],Inactive,,,,1
734,85858651,3304735,CCCCOC(=O)C1=CC=C(C=C1)NC2=C3C=C(C=CC3=NC(=C2)C)OC,Active,,,,96
735,85858652,44522057,CCCCCCC1=CC(=C2C3=C(CCN(C3)C)C(=O)OC2=C1)O,Active,,,,66
736,85858653,2857858,COC(=O)CNC(C1=CC=CC=C1)C2=C(C=CC(=C2)Br)NC(=O)C3=CC=CC=C3Br,Active,,,,77
737,85858654,2844453,C1OC2=C(O1)C=C(C(=C2)C=NNC3=NC(=NC(=N3)NC4=CC=CC=C4)NC5=CC=CC=C5)Br,Inactive,,,,32
738,85858655,2920780,COC1=CC=C(C=C1)NC2=CC=NC3=CC4=CC=CC=C4C=C23.Cl,Active,,,,73
739,85858656,727517,CC1=NOC(=C1C2=CC3=C(C=C2)OCCCO3)C4=C(C=C(C=C4)O)O,Active,,,,99
740,85858657,2254327,COC1=CC=C(C=C1)C2=NC3=C(N2)C4=CC=CC=C4C5=C3C=C(C=C5)I,Inactive,,,,16
741,85858658,2846971,C1=CC(=CC=C1C2=NC3=C4C=C(C=CC4=C5C=CC(=CC5=C3N2)I)I)O,Active,,,,51
742,85858659,185514,CN1CCN(CC1)C2=CC=NC3=CC4=CC=CC=C4C=C23,Inactive,,,,49
743,85858660,3296220,CCC1=CC(=C(C=C1OC)O)C2=C(C=NO2)C3=CC=C(O3)C(=O)OCC,Active,,,,97
744,85858661,265995,C1=CC(=CC(=C1)NC(=O)NC2=CC(=C(C=C2)Cl)Cl)C(F)(F)F,Active,,,,100
745,85858662,1516321,C1CCCN(CC1)CC2=C(C=CC(=C2)C3=CC=CC=C3)O,Active,,,,85
746,85858663,12218238,CC1=CC(=CC=C1)NC2=NC(=NC(=N2)OC)OC,Inactive,,,,-5
747,85858664,44522059,C1=CC(=CC=C1NC2=NC3=NON=C3N=C2NC4=CC(=C(C=C4)Cl)Cl)Cl,Active,,,,92
748,85858665,44522060,CC1=CC(=C(C=C1)NC2=NC(=NC(=N2)NC3=CC=CC=C3)NN=CC4=CC(=CC=C4)[N+](=O)[O-])C,Active,,,,97
749,85858666,3424843,CC1=C(C=C(C=C1)NC2=NC(=NC(=N2)NC3=CC=C(C=C3)[N+](=O)[O-])NN=CC4=CC=CC=C4[N+](=O)[O-])C,Active,,,,81
750,85858667,5212681,C1=CC=C(C=C1)CNC2=NC(=NC(=N2)NN=CC3=CC=CC=C3[N+](=O)[O-])NC4=CC=C(C=C4)[N+](=O)[O-],Active,,,,99
751,85858668,1714988,CC1=CC(=C2C=C(C=CC2=N1)OC)NC3=CC(=C(C=C3)OC4=CC5=CC=CC=C5C=C4)Cl,Active,,,,99
752,85858669,2848293,CCCCOC(=O)C1=C(NC2=C(C1C3=CC(=C(C=C3)OC)Br)C(=O)CCC2)C,Active,,,,87
753,85858670,2848457,CC1=C(C(C2=C(N1)CCCC2=O)C3=CC(=C(C=C3)OC)Br)C(=O)OC4CCCC4,Active,,,,77
754,85858671,3091518,C1=CC(=CC=C1C2=NC3=C(N2)C=C(C=C3)NC(=O)C4=CC=C(C=C4)Br)NC(=O)C5=CC=C(C=C5)Br,Inactive,,,,4
755,85858672,1091284,CC1=CC(=NC(=N1)NC2=CC=CC(=C2)C(F)(F)F)NC3=CC=CC(=C3)C(F)(F)F,Active,,,,73
756,85858673,673737,CC1=CC(=NC(=N1)NC2=CC=CC=C2)NC3=CC=CC=C3,Active,,,,74
757,85858674,44522061,CCCCCCN1C2=C(CCCC2)C(=N)C3=C1CCC3.Br,Active,,,,76
758,85858675,3100074,CNC1=NC(=NC(=N1)NN=CC2=CC3=C(C=C2[N+](=O)[O-])OCO3)NC4=CC=CC(=C4)C(F)(F)F,Active,,,,60
759,85858676,135857459,COC1=C(C=C(C=C1)C=NNC2=NC(=CC(=O)N2)C3=CC=CC=C3)OC,Active,,,,93
760,85858677,3098567,COC1=CC(=CC(=C1OC)OC)C(=O)N2C(CC(=N2)C3=C(C4=C(C=CC(=C4)Br)NC3=O)C5=CC=CC=C5)C6=CC(=CC=C6)[N+](=O)[O-],Active,,,,95
761,85858678,3097344,CC1=NC=C(N1CCOC(=O)NC(C(Cl)(Cl)Cl)NC2=CC=C(C=C2)Br)[N+](=O)[O-],Active,,,,102
762,85858679,3096858,CCC1=CC=C(C=C1)C2=NC3=C(O2)C=CC(=C3)NC(=O)C4=CC(=CC(=C4)[N+](=O)[O-])[N+](=O)[O-],Inactive,,,,12
763,85858680,44522063,C1=CC(=CC=C1NC2=NC3=NON=C3N=C2NN=CC4=CC(=C(C=C4Cl)Cl)[N+](=O)[O-])F,Inactive,,,,13
764,85858681,3463275,C1=CC=C2C(=C1)NC(=N2)C3=C(C=CC(=C3)NC(=O)C4=CC=C(C=C4)[N+](=O)[O-])O,Inactive,,,,45
765,85858682,135495693,C1=CC=C(C=C1)C2=C(NC(=N2)C3=CC(=CC=C3)O)C4=CC5=C(C=C4)OC6=C5C=C(C=C6)C7=C(N=C(N7)C8=CC(=CC=C8)O)C9=CC=CC=C9,Inactive,,,,35
766,85858683,6604934,CC1(C2=C(C3=CC=CC=C3C(=O)C2=O)NC1=O)C,Unspecified,,,,
767,85858684,2068957,C1CCCN(CC1)C2=CC=C(C=C2)NC3=CC=NC4=CC5=CC=CC=C5C=C34,Active,,,,76
768,85858685,5440108,CCCC1=CC(=C2C3=C(CN(CC3)C)C(=O)OC2=C1)O,Active,,,,50
769,85858686,4149534,CC1=CC(=C(C=C1)O)NC2=C3CCCC3=C(C4=NC5=CC=CC=C5N24)C#N,Inactive,,,,2
770,85858687,23966630,C1=CC=C(C=C1)C(=O)OC2=C(C=C(C=C2)Cl)C(=O)NC3=C(C=C(C=C3)[N+](=O)[O-])Cl,Inactive,,,,19
771,85858688,44522064,C1CCC2=C(C1)C(=N)C3=C(N2CC4=CC=CC=C4)CCC3.Cl,Inactive,,,,39
772,85858689,3101861,C1=CC=C(C=C1)NC2=NC(=NC(=N2)NN=CC3=CC=C(O3)C4=CC=C(C=C4)[N+](=O)[O-])NC5=CC=CC=C5,Inactive,,,,12
773,85858690,2042527,CCC1(C(=O)N=C(N(C1=O)C)N2CCCCC2)CC,Active,,,,66
774,85858691,4572503,CC1=CC(=C(C=C1)O)C=NNC2=C3C=C(C=CC3=NC(=C2)C)OC,Active,,,,100
775,85858692,44522066,C1CCN(CC1)CCOC2=C(C=C3C(=C2)C(=NO)C4=CC(=C(C=C43)Cl)OCCN5CCCCC5)Cl.Cl,Active,,,,98
776,85858693,44522067,CCN(CC)CCOC1=C(C=C2C(=C1)C(=NO)C3=CC(=C(C=C32)Br)OCCN(CC)CC)Br.Cl,Active,,,,98
777,85858694,768524,COC1=C2C(=CC(=C1)N)SC(=N2)N,Active,,,,99
778,85858695,745456,CC1=CC(=C2C=C(C=CC2=N1)OC)NC3=CC=C(C=C3)Cl,Inactive,,,,3
